#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0006950	Response to stress	36	3358	0.63	8.75e-15	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000215754,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000243924,9606.ENSP00000244241,9606.ENSP00000255409,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000288167,9606.ENSP00000291890,9606.ENSP00000294728,9606.ENSP00000295927,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000359663,9606.ENSP00000363773,9606.ENSP00000364802,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000431775,9606.ENSP00000434717,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642	CD74,CEACAM1,MIF,CCL13,CXCL6,PI3,IL17C,CHI3L1,CCL27,SELP,IL17RB,NCR1,VCAM1,PTX3,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,CD40LG,C1QA,HSPA1A,CCL7,TNFRSF4,CCL8,SPP1,IL32,IL18BP,CCL5,IRAK4,CCL15,LPL
GO:0044419	Biological process involved in interspecies interaction between organisms	27	1490	0.86	8.75e-15	9606.ENSP00000009530,9606.ENSP00000215754,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000243924,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000294728,9606.ENSP00000295927,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000363773,9606.ENSP00000364802,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000402060,9606.ENSP00000434717,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642	CD74,MIF,CCL13,CXCL6,PI3,CCL27,SELP,VCAM1,PTX3,CXCL3,CXCL5,CXCL8,IFNL1,CXCL9,XCL1,IRAK1,C1QA,HSPA1A,CCL7,TNFRSF4,CCL8,PVR,IL18BP,CCL5,IRAK4,CCL15,LPL
GO:0071310	Cellular response to organic substance	30	2019	0.78	8.75e-15	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000233954,9606.ENSP00000252809,9606.ENSP00000255409,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000364802,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000380421,9606.ENSP00000434717,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642	CD74,CEACAM1,CCL13,CXCL6,IL1RL1,GDF15,CHI3L1,IL7,IL17RB,VCAM1,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,HSPA1A,CCL7,TNFRSF4,CCL8,SPP1,IL15RA,IL18BP,CCL5,IRAK4,CCL15,LPL
GO:1990266	Neutrophil migration	12	92	1.72	2.08e-14	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078	CCL13,CXCL6,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CCL5,IRAK4,CCL15
GO:0097529	Myeloid leukocyte migration	13	138	1.58	3.91e-14	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000472467,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078	CCL13,CXCL6,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CXCL17,CCL5,IRAK4,CCL15
GO:0050900	Leukocyte migration	15	249	1.38	5.12e-14	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000263686,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000472467,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078	CCL13,CXCL6,SELP,VCAM1,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CXCL17,CCL5,IRAK4,CCL15
GO:0010033	Response to organic substance	32	2692	0.68	1.28e-13	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000221515,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000233954,9606.ENSP00000252809,9606.ENSP00000255409,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000364802,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000380421,9606.ENSP00000434717,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642	CD74,CEACAM1,RETN,CCL13,CXCL6,IL1RL1,GDF15,CHI3L1,SELP,IL7,IL17RB,VCAM1,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,HSPA1A,CCL7,TNFRSF4,CCL8,SPP1,IL15RA,IL18BP,CCL5,IRAK4,CCL15,LPL
GO:0042221	Response to chemical	37	4010	0.57	1.52e-13	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000215754,9606.ENSP00000221515,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000228434,9606.ENSP00000233954,9606.ENSP00000252809,9606.ENSP00000255409,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000364802,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000379038,9606.ENSP00000380421,9606.ENSP00000434717,9606.ENSP00000472467,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642	CD74,CEACAM1,MIF,RETN,CCL13,CXCL6,CD69,IL1RL1,GDF15,CHI3L1,CCL27,SELP,IL7,IL17RB,VCAM1,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,HSPA1A,CCL7,TNFRSF4,CCL8,SPP1,TYMP,IL15RA,IL18BP,CXCL17,CCL5,IRAK4,CCL15,LPL
GO:0060326	Cell chemotaxis	14	210	1.43	1.52e-13	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000259631,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000472467,9606.ENSP00000474412,9606.ENSP00000484078	CCL13,CXCL6,CCL27,VCAM1,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CXCL17,CCL5,CCL15
GO:0030593	Neutrophil chemotaxis	11	80	1.74	2.01e-13	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000474412,9606.ENSP00000484078	CCL13,CXCL6,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CCL5,CCL15
GO:0070098	Chemokine-mediated signaling pathway	11	82	1.73	2.46e-13	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000474412,9606.ENSP00000484078	CCL13,CXCL6,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CCL5,CCL15
GO:0051707	Response to other organism	24	1328	0.86	6.67e-13	9606.ENSP00000009530,9606.ENSP00000215754,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000243924,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000294728,9606.ENSP00000295927,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000363773,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000434717,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642	CD74,MIF,CCL13,CXCL6,PI3,CCL27,SELP,VCAM1,PTX3,CXCL3,CXCL5,CXCL8,IFNL1,CXCL9,XCL1,IRAK1,C1QA,CCL7,CCL8,IL18BP,CCL5,IRAK4,CCL15,LPL
GO:0030595	Leukocyte chemotaxis	12	149	1.51	2.19e-12	9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000472467,9606.ENSP00000474412,9606.ENSP00000484078	CCL13,CXCL6,CXCL3,CXCL5,CXCL8,CXCL9,XCL1,CCL7,CCL8,CXCL17,CCL5,CCL15
GO:0007165	Signal transduction	38	4714	0.51	2.29e-12	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000215754,9606.ENSP00000221515,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000252809,9606.ENSP00000255409,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000291890,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000359663,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000379038,9606.ENSP00000380421,9606.ENSP00000431775,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642,9606.ENSP00000499459	CD74,CEACAM1,MIF,RETN,CCL13,CXCL6,IL1RL1,IL17C,GDF15,CHI3L1,CCL27,SELP,IL7,IL17RB,NCR1,VCAM1,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,CD40LG,CCL7,TNFRSF4,CCL8,SPP1,TYMP,IL15RA,IL32,CCL5,IRAK4,CCL15,LPL,IL19
GO:0023052	Signaling	39	5057	0.49	2.39e-12	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000215754,9606.ENSP00000221515,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000252809,9606.ENSP00000255409,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000291890,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000359663,9606.ENSP00000363773,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000379038,9606.ENSP00000380421,9606.ENSP00000431775,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642,9606.ENSP00000499459	CD74,CEACAM1,MIF,RETN,CCL13,CXCL6,IL1RL1,IL17C,GDF15,CHI3L1,CCL27,SELP,IL7,IL17RB,NCR1,VCAM1,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,CD40LG,C1QA,CCL7,TNFRSF4,CCL8,SPP1,TYMP,IL15RA,IL32,CCL5,IRAK4,CCL15,LPL,IL19
GO:0098542	Defense response to other organism	21	989	0.93	3.05e-12	9606.ENSP00000009530,9606.ENSP00000215754,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000243924,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000295927,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000306512,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000363773,9606.ENSP00000367832,9606.ENSP00000378118,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078	CD74,MIF,CCL13,CXCL6,PI3,CCL27,SELP,PTX3,CXCL3,CXCL5,CXCL8,IFNL1,CXCL9,XCL1,IRAK1,C1QA,CCL7,CCL8,CCL5,IRAK4,CCL15
GO:0002684	Positive regulation of immune system process	20	874	0.96	4.11e-12	9606.ENSP00000009530,9606.ENSP00000215754,9606.ENSP00000233954,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000294728,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000329991,9606.ENSP00000356792,9606.ENSP00000359663,9606.ENSP00000363773,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000380421,9606.ENSP00000402060,9606.ENSP00000472467,9606.ENSP00000474412	CD74,MIF,IL1RL1,CCL27,SELP,IL7,VCAM1,IL15,CXCL8,IFNL1,XCL1,CD40LG,C1QA,CCL7,TNFRSF4,CCL8,IL15RA,PVR,CXCL17,CCL5
GO:0007154	Cell communication	39	5165	0.48	4.62e-12	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000215754,9606.ENSP00000221515,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000252809,9606.ENSP00000255409,9606.ENSP00000259631,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000291890,9606.ENSP00000294728,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000359663,9606.ENSP00000363773,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000378517,9606.ENSP00000379038,9606.ENSP00000380421,9606.ENSP00000431775,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078,9606.ENSP00000497642,9606.ENSP00000499459	CD74,CEACAM1,MIF,RETN,CCL13,CXCL6,IL1RL1,IL17C,GDF15,CHI3L1,CCL27,SELP,IL7,IL17RB,NCR1,VCAM1,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,CD40LG,C1QA,CCL7,TNFRSF4,CCL8,SPP1,TYMP,IL15RA,IL32,CCL5,IRAK4,CCL15,LPL,IL19
GO:0007166	Cell surface receptor signaling pathway	27	2040	0.73	6.51e-12	9606.ENSP00000009530,9606.ENSP00000161559,9606.ENSP00000215754,9606.ENSP00000225844,9606.ENSP00000226317,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000288167,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000306512,9606.ENSP00000314897,9606.ENSP00000329991,9606.ENSP00000354901,9606.ENSP00000356792,9606.ENSP00000358997,9606.ENSP00000359663,9606.ENSP00000367832,9606.ENSP00000368538,9606.ENSP00000378118,9606.ENSP00000380421,9606.ENSP00000474412,9606.ENSP00000479889,9606.ENSP00000484078	CD74,CEACAM1,MIF,CCL13,CXCL6,IL1RL1,IL17C,GDF15,IL7,IL17RB,CXCL3,CXCL5,IL15,CXCL8,ANGPT2,IFNL1,CXCL9,XCL1,IRAK1,CD40LG,CCL7,TNFRSF4,CCL8,IL15RA,CCL5,IRAK4,CCL15
