#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0045296	Cadherin binding	11	334	1.01	4.41e-06	9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000346300,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000386896	DNAJB1,KDR,CRKL,CD2AP,PTPN1,SRC,HNRNPK,SNX9,ITGB1,USP8,ITGA6
GO:0035591	Signaling adaptor activity	7	86	1.41	6.88e-06	9606.ENSP00000233154,9606.ENSP00000276420,9606.ENSP00000320509,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000401980	NCK2,DOK2,BANK1,SH2B3,CRKL,LAT,MAVS
GO:0030674	Protein-macromolecule adaptor activity	10	322	0.99	3.20e-05	9606.ENSP00000001008,9606.ENSP00000233154,9606.ENSP00000276420,9606.ENSP00000313391,9606.ENSP00000320509,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000401980,9606.ENSP00000482169	FKBP4,NCK2,DOK2,DAB2,BANK1,SH2B3,CRKL,LAT,MAVS,NEFL
GO:0005488	Binding	59	12838	0.16	3.64e-05	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000252483,9606.ENSP00000254322,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000276420,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000339186,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000444810,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	FKBP4,TNFRSF1A,CDC37,NCK2,PSPN,NECTIN2,DNAJB1,TSHB,KDR,SCARB2,DOK2,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,GP6,DAB2,MET,HCLS1,BANK1,STK11,ITGA11,GRAP2,PLAUR,SH2B3,CRKL,GFRA1,ADAM15,CD2AP,PLA2G4A,PTPN1,ABL1,SRC,OGN,HNRNPK,SNX9,WASF1,LAT,ITGB1,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,BRK1,ADM,DAG1,FKBP5,ADAM8,YES1,NCAM1,NEFL,IKBKG,ITGAM
GO:0017124	SH3 domain binding	7	124	1.25	6.00e-05	9606.ENSP00000298229,9606.ENSP00000320176,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000379721,9606.ENSP00000428924	INPPL1,HCLS1,ADAM15,CD2AP,ABL1,USP8,LYN
GO:0001618	Virus receptor activity	6	76	1.39	6.92e-05	9606.ENSP00000252483,9606.ENSP00000264896,9606.ENSP00000293379,9606.ENSP00000379350,9606.ENSP00000442600,9606.ENSP00000480132	NECTIN2,SCARB2,ITGA5,ITGB1,DAG1,NCAM1
GO:0030971	Receptor tyrosine kinase binding	6	76	1.39	6.92e-05	9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000276420,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000360683	NCK2,PSPN,DOK2,SH2B3,CRKL,PTPN1
GO:0001784	Phosphotyrosine residue binding	5	46	1.53	0.00013	9606.ENSP00000233154,9606.ENSP00000339186,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000462468	NCK2,GRAP2,CRKL,ABL1,YES1
GO:0004713	Protein tyrosine kinase activity	7	146	1.18	0.00013	9606.ENSP00000263923,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468	KDR,BCR,MET,ABL1,SRC,LYN,YES1
GO:0031072	Heat shock protein binding	6	126	1.17	0.00081	9606.ENSP00000001008,9606.ENSP00000222005,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000444810,9606.ENSP00000496959	FKBP4,CDC37,DNAJB1,KDR,FKBP5,ITGAM
GO:0046875	Ephrin receptor binding	4	31	1.61	0.00090	9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924	PTPN1,ABL1,SRC,LYN
GO:0005528	FK506 binding	3	10	1.97	0.0016	9606.ENSP00000001008,9606.ENSP00000389377,9606.ENSP00000444810	FKBP4,NFATC1,FKBP5
GO:0042169	SH2 domain binding	4	41	1.48	0.0023	9606.ENSP00000298229,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000442600	INPPL1,ABL1,SRC,DAG1
GO:0004715	Non-membrane spanning protein tyrosine kinase activity	4	45	1.44	0.0030	9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468	ABL1,SRC,LYN,YES1
GO:0030159	Signaling receptor complex adaptor activity	4	52	1.38	0.0050	9606.ENSP00000233154,9606.ENSP00000276420,9606.ENSP00000345492,9606.ENSP00000378845	NCK2,DOK2,SH2B3,LAT
GO:0043274	Phospholipase binding	3	23	1.61	0.0117	9606.ENSP00000320509,9606.ENSP00000362680,9606.ENSP00000482169	BANK1,SRC,NEFL
GO:0097110	Scaffold protein binding	4	66	1.28	0.0117	9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000362680,9606.ENSP00000428924	CDC37,NCK2,SRC,LYN
GO:0070851	Growth factor receptor binding	5	135	1.06	0.0125	9606.ENSP00000245810,9606.ENSP00000293379,9606.ENSP00000352264,9606.ENSP00000362680,9606.ENSP00000428924	PSPN,ITGA5,CD2AP,SRC,LYN
GO:0098639	Collagen binding involved in cell-matrix adhesion	2	5	2.1	0.0302	9606.ENSP00000327290,9606.ENSP00000379350	ITGA11,ITGB1
