#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04217	Necroptosis	4	147	0.93	0.0116	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000356436	TNFRSF1A,STAT5B,TLR3,PLA2G4A
hsa05221	Acute myeloid leukemia	3	67	1.15	0.0119	9606.ENSP00000293328,9606.ENSP00000483825,9606.ENSP00000496959	STAT5B,IKBKG,ITGAM
hsa04530	Tight junction	4	157	0.9	0.0139	9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000362680,9606.ENSP00000379350	HCLS1,STK11,SRC,ITGB1
hsa05160	Hepatitis C	4	157	0.9	0.0139	9606.ENSP00000162749,9606.ENSP00000296795,9606.ENSP00000401980,9606.ENSP00000483825	TNFRSF1A,TLR3,MAVS,IKBKG
hsa05133	Pertussis	3	73	1.11	0.0140	9606.ENSP00000293379,9606.ENSP00000379350,9606.ENSP00000496959	ITGA5,ITGB1,ITGAM
hsa01521	EGFR tyrosine kinase inhibitor resistance	3	77	1.09	0.0159	9606.ENSP00000263923,9606.ENSP00000317272,9606.ENSP00000362680	KDR,MET,SRC
hsa04658	Th1 and Th2 cell differentiation	3	85	1.04	0.0204	9606.ENSP00000293328,9606.ENSP00000389377,9606.ENSP00000483825	STAT5B,NFATC1,IKBKG
hsa00592	alpha-Linolenic acid metabolism	2	25	1.4	0.0234	9606.ENSP00000356436,9606.ENSP00000393847	PLA2G4A,PLA2G10
hsa04640	Hematopoietic cell lineage	3	90	1.02	0.0234	9606.ENSP00000293379,9606.ENSP00000386896,9606.ENSP00000496959	ITGA5,ITGA6,ITGAM
hsa05222	Small cell lung cancer	3	92	1.01	0.0238	9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000483825	ITGB1,ITGA6,IKBKG
hsa00591	Linoleic acid metabolism	2	29	1.33	0.0285	9606.ENSP00000356436,9606.ENSP00000393847	PLA2G4A,PLA2G10
hsa04064	NF-kappa B signaling pathway	3	101	0.97	0.0285	9606.ENSP00000162749,9606.ENSP00000428924,9606.ENSP00000483825	TNFRSF1A,LYN,IKBKG
hsa04659	Th17 cell differentiation	3	99	0.98	0.0285	9606.ENSP00000293328,9606.ENSP00000389377,9606.ENSP00000483825	STAT5B,NFATC1,IKBKG
hsa05168	Herpes simplex virus 1 infection	6	478	0.59	0.0285	9606.ENSP00000162749,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000483825	TNFRSF1A,ITGA5,TLR3,SRC,MAVS,IKBKG
hsa05170	Human immunodeficiency virus 1 infection	4	203	0.79	0.0285	9606.ENSP00000162749,9606.ENSP00000346300,9606.ENSP00000389377,9606.ENSP00000483825	TNFRSF1A,CRKL,NFATC1,IKBKG
hsa05132	Salmonella infection	4	209	0.78	0.0291	9606.ENSP00000162749,9606.ENSP00000376024,9606.ENSP00000432472,9606.ENSP00000483825	TNFRSF1A,SNX9,BRK1,IKBKG
hsa05166	Human T-cell leukemia virus 1 infection	4	210	0.77	0.0291	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000389377,9606.ENSP00000483825	TNFRSF1A,STAT5B,NFATC1,IKBKG
hsa04722	Neurotrophin signaling pathway	3	112	0.92	0.0349	9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361423	SH2B3,CRKL,ABL1
hsa04380	Osteoclast differentiation	3	120	0.89	0.0413	9606.ENSP00000162749,9606.ENSP00000389377,9606.ENSP00000483825	TNFRSF1A,NFATC1,IKBKG
